course,lesson_ref,task_family_type,phase,work_mode,protected,authority_classification,authority_reason,protection_classification,semantic_analyzer_used,learner_visible_solution_example_refs,trusted_authority_refs,comparison_status
ma-g12-technology,ma-g12-technology-u03-l05,data_and_evidence/ANALYSIS_OR_DESIGN,Mastery check,DEMONSTRATE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u03-l05.task-package.json#rubricCriteria.0|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u03-l05.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u03-l05.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u03-l05.task-package.json#sections.10.prompts.0,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u03-l06,data_and_evidence/ANALYSIS_OR_DESIGN,Correction and reflection,CORRECT,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u03-l06.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u03-l06.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u04-l01,programming_and_logic/ANALYSIS_OR_DESIGN,Launch and diagnostic,PROBE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l01.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l01.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u04-l02,programming_and_logic/ANALYSIS_OR_DESIGN,Explicit model,MODEL,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l02.task-package.json#rubricCriteria.2|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l02.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l02.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l02.task-package.json#sections.10.prompts.2,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u04-l03,programming_and_logic/CODE_OR_DEBUG,Guided practice,GUIDED,true,EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l03.task-package.json#activitySetup.central_input.starter_code|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l03.task-package.json#activitySetup.debugging_target.solution_status,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-12/ma-g12-technology-u04-l03.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-12/ma-g12-technology-u04-l03.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NO_EQUIVALENT_LEARNER_VISIBLE_SOLUTION
ma-g12-technology,ma-g12-technology-u04-l04,programming_and_logic/CODE_OR_DEBUG,Application or project,BUILD,true,EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l04.task-package.json#activitySetup.central_input.starter_code|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l04.task-package.json#activitySetup.debugging_target.solution_status,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-12/ma-g12-technology-u04-l04.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-12/ma-g12-technology-u04-l04.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NO_EQUIVALENT_LEARNER_VISIBLE_SOLUTION
ma-g12-technology,ma-g12-technology-u04-l05,programming_and_logic/ANALYSIS_OR_DESIGN,Mastery check,DEMONSTRATE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l05.task-package.json#rubricCriteria.0|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l05.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l05.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l05.task-package.json#sections.10.prompts.0,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u04-l06,programming_and_logic/ANALYSIS_OR_DESIGN,Correction and reflection,CORRECT,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l06.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u04-l06.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l01,programming_and_logic/ANALYSIS_OR_DESIGN,Launch and diagnostic,PROBE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l01.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l01.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l02,programming_and_logic/ANALYSIS_OR_DESIGN,Concept model A,MODEL_A,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l02.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l02.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l03,programming_and_logic/ANALYSIS_OR_DESIGN,Guided practice A,GUIDED_A,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l03.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l03.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l04,programming_and_logic/ANALYSIS_OR_DESIGN,Independent application A,APPLY,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l04.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l04.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l05,programming_and_logic/ANALYSIS_OR_DESIGN,Concept model B,MODEL_B,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l05.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l05.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l06,programming_and_logic/CODE_OR_DEBUG,Guided practice B,GUIDED_B,true,EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l06.task-package.json#activitySetup.central_input.starter_code|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l06.task-package.json#activitySetup.debugging_target.solution_status,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-12/ma-g12-technology-u05-l06.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-12/ma-g12-technology-u05-l06.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NO_EQUIVALENT_LEARNER_VISIBLE_SOLUTION
ma-g12-technology,ma-g12-technology-u05-l07,programming_and_logic/ANALYSIS_OR_DESIGN,Investigation or close reading,INVESTIGATE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l07.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l07.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l08,programming_and_logic/ANALYSIS_OR_DESIGN,Reteach and varied practice,RETEACH,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l08.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l08.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l09,programming_and_logic/ANALYSIS_OR_DESIGN,Performance task build,INCREMENT,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l09.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l09.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l10,programming_and_logic/ANALYSIS_OR_DESIGN,Synthesis and review,SYNTHESIZE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l10.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l10.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l11,programming_and_logic/ANALYSIS_OR_DESIGN,Unit assessment,ASSESS,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l11.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l11.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u05-l12,programming_and_logic/ANALYSIS_OR_DESIGN,Correction and reflection,CORRECT,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l12.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u05-l12.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l01,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Launch and diagnostic,PROBE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l01.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l01.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l02,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Concept model A,MODEL_A,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l02.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l02.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l03,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Guided practice A,GUIDED_A,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l03.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l03.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l04,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Independent application A,APPLY,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l04.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l04.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l05,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Concept model B,MODEL_B,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l05.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l05.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l06,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Guided practice B,GUIDED_B,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l06.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l06.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l07,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Investigation or close reading,INVESTIGATE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l07.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l07.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l08,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Reteach and varied practice,RETEACH,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l08.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l08.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l09,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Performance task build,INCREMENT,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l09.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l09.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l10,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Synthesis and review,SYNTHESIZE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l10.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l10.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g12-technology,ma-g12-technology-u06-l11,digital_citizenship_and_safety/ANALYSIS_OR_DESIGN,Unit assessment,ASSESS,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l11.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-12/ma-g12-technology-u06-l11.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
