mapping_number,protected_lesson_id,course_ref,generator_family_before,protected_classification,summative,exposing_worked_examples_before,before_equivalence,after_equivalence,exposed_after,generated_learner_package,adult_scoring_guide,after_package_sha256,after_scoring_guide_sha256
39,ma-g8-technology-u02-l01,ma-g8-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g8-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-08/ma-g8-technology-u02-l01.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-08/ma-g8-technology-u02-l01.scoring-guide.json,67bcbc2f26342fafd533da168736a96c04df49cceefc0c4c56900ef157d60e7d,3eb42483f81e823765e026e012f1a49b03d5b906ff15df43cfadc1fde7bc9558
40,ma-g8-technology-u02-l03,ma-g8-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g8-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-08/ma-g8-technology-u02-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-08/ma-g8-technology-u02-l03.scoring-guide.json,9fd1835b84a3ab1087b80d42ded3ddd0a848fc63428094131fb422ad22cef30f,b7b8630e4dd23feef86935920a96fdf2257edfa10593b59a2e821f83653017b9
41,ma-g8-technology-u02-l04,ma-g8-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g8-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-08/ma-g8-technology-u02-l04.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-08/ma-g8-technology-u02-l04.scoring-guide.json,cab9ef74828bec02190d73e43c38581769ed8f851c88fb916efdaaafa9d726fc,667c281328cbb9fc9379346c53aec18fa8153dc4a121c3bb0f25b00a96b76c40
42,ma-g8-technology-u02-l05,ma-g8-technology,GENERIC_SEQUENCE_INDEX,SUMMATIVE_SOLUTION_EXPOSURE,true,ma-g8-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-08/ma-g8-technology-u02-l05.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-08/ma-g8-technology-u02-l05.scoring-guide.json,775b655e0066ae575acd82600b4d7c291f05ecf84c5ad741b8d3430b56a28162,a915bb86a59333b680c9a833ee40f9b9664b62af821965a9b4f3c849e8814d9a
43,ma-g8-technology-u03-l06,ma-g8-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g8-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-08/ma-g8-technology-u03-l06.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-08/ma-g8-technology-u03-l06.scoring-guide.json,c41049faf25430dcee0815afe7aa1549ffe616688d9656472ecf4e6fd97824cb,793736a848ae8aa4eb446e33956125d6d0baa488a2413c6f46f1a84ecd2610ce
44,ma-g8-technology-u04-l03,ma-g8-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g8-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-08/ma-g8-technology-u04-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-08/ma-g8-technology-u04-l03.scoring-guide.json,abac5c321663a402567381cc4ca8bddb77e9fc930d01806da031fa28c5a31302,50b7738c3f92b73564a5a019ded146943883897a06b4dd95bb73523817ca6b48
45,ma-g9-technology-u01-l03,ma-g9-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l03.scoring-guide.json,eb8d4adc25b26804069328984522b2b8b1bb56dbff3735fba8a777f26c6f59bb,8df8dee5754994ca7e88efeafe9496bd1e836edb7d9d68092ca528d872a0c189
46,ma-g9-technology-u01-l04,ma-g9-technology,STALE_STATE_UPDATE,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u03-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l04.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l04.scoring-guide.json,7e62ecc56a4f687e8021f726c72f980fc6e437cdee0e6f8992ace747d9cca600,260484b625115b8719e694cfcde31376fc1071a64ed238b95f070da26b2b8e74
47,ma-g9-technology-u01-l05,ma-g9-technology,GENERIC_SEQUENCE_INDEX,SUMMATIVE_SOLUTION_EXPOSURE,true,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l05.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l05.scoring-guide.json,a9dfdde87b775fbcdf67bab6120e5fd3506531bf2fe878688c1d8e618e344286,482916176e3069e5bf7f97d9f1730d6fec32fc9d8fb2e978bda75c60436aeac8
48,ma-g9-technology-u01-l06,ma-g9-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u01-l06.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u01-l06.scoring-guide.json,41ede9024232984f3f56f4d3358b195a30f34f60468a7b1519475883e808e1bd,36bdb96796f7cc4a35f6ab9d4d8952387fb7e3e12cb06acfe244d1e5e5e03bb6
49,ma-g9-technology-u02-l03,ma-g9-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l03.scoring-guide.json,298eec18d841eb7e2ef8bd2371b72454ee2ffbc9d373e01c140aa3f4ae39fcf7,e56e432fb01845be1a0d40750d3e7016a8033f0503c935af4b79502d725035c0
50,ma-g9-technology-u02-l04,ma-g9-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l04.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l04.scoring-guide.json,e7b336f3d5a4dd8d50e97222a7d930e771f8a97c6ac24f52fabb464a5c7efa71,a8c3423490aeb044b1aeb8a5ee2f4bd8bea6262266f0f07b0fa38c7f32a20148
51,ma-g9-technology-u02-l05,ma-g9-technology,GENERIC_SEQUENCE_INDEX,SUMMATIVE_SOLUTION_EXPOSURE,true,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l05.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l05.scoring-guide.json,c8a844c4c1a1b36defa537d249b3a2e52f07a8f078a7d18c1d758e0d8284d242,0ee43be325efbcdc27d7354d96429284a1dad324ba45143c553292a543f09c53
52,ma-g9-technology-u02-l06,ma-g9-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u02-l06.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u02-l06.scoring-guide.json,22a6010e1852bec47c006d56d10dcf32db91b450b7fde8b57d65a0a224724d09,8cdca2e72674fef2662ecdc62cdfaf08a32362f8714f3db7f2ec8bdfe84296a9
53,ma-g9-technology-u03-l03,ma-g9-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u03-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u03-l03.scoring-guide.json,80172dce0dea7b6b4608f2d54f033514d3db6f36b005abc0603249780459c8fe,866091cb5cb7452c0808ee2c20828c66ababeac91dd4264e10a8dab8b3cde899
54,ma-g9-technology-u03-l05,ma-g9-technology,GENERIC_SEQUENCE_INDEX,SUMMATIVE_SOLUTION_EXPOSURE,true,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u03-l05.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u03-l05.scoring-guide.json,f121226ccaaba9a88127aa0e210fe44f50f1dfd2bbbabe414c5a1fd9874b9db7,e5b113079cf42c2bb8f1319c6153f2abe6eede6a528e841986e67d3c83e20a24
55,ma-g9-technology-u03-l06,ma-g9-technology,GENERIC_SEQUENCE_INDEX,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u01-l02|ma-g9-technology-u02-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u03-l06.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u03-l06.scoring-guide.json,401228b7128ee345d04612bb7e39443468ce3ef8493d19eccafd1e67497f3c54,2888e9e0b01734b91e3626230d94cb46110fce28a14012beb8efb5230fc109a9
56,ma-g9-technology-u04-l03,ma-g9-technology,STALE_STATE_UPDATE,FULL_SOLUTION_BEFORE_ATTEMPT,false,ma-g9-technology-u03-l02,MATERIAL_EQUIVALENT_STARTER_DEFECT_REPAIR,ANALOGOUS_CONCEPT_MATERIALLY_DISTINCT_FIXTURE,false,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-09/ma-g9-technology-u04-l03.task-package.json,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-09/ma-g9-technology-u04-l03.scoring-guide.json,4528ce3991a3ffc5417736e2eda7ddfbc5907519a7f38a3411bb5e0b99c1932c,670ec84ef1b4f3cd090112e3a4d92b4e862a4aa62cf55b707dcad0b9c33856d8
