lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards,evidence_mode,assessed,text_id
ma-g3-english-language-arts-u06-l03,ma-g3-english-language-arts,3,english-language-arts,93,6,Paragraph Power: Informative and Explanatory Writing,3,Explicit model A: a topic sentence names the one idea the paragraph will teach,Explicit model A,a topic sentence names the one idea the paragraph will teach,3.W.2,guided,no,g3-text-11
ma-g3-english-language-arts-u06-l04,ma-g3-english-language-arts,3,english-language-arts,94,6,Paragraph Power: Informative and Explanatory Writing,4,Guided practice A: writing a topic sentence for three given fact sets,Guided practice A,writing a topic sentence for three given fact sets,3.W.2;3.W.4,guided,no,g3-text-07
ma-g3-english-language-arts-u06-l05,ma-g3-english-language-arts,3,english-language-arts,95,6,Paragraph Power: Informative and Explanatory Writing,5,Fluency and rereading practice: reading your own paragraph aloud to hear where it breaks,Fluency and rereading practice,reading your own paragraph aloud to hear where it breaks,3.RF.4;3.W.5,guided,no,g3-text-11
ma-g3-english-language-arts-u06-l06,ma-g3-english-language-arts,3,english-language-arts,96,6,Paragraph Power: Informative and Explanatory Writing,6,Independent application A: drafting one full paragraph on a familiar topic,Independent application A,drafting one full paragraph on a familiar topic,3.W.2;3.W.4,independent,no,g3-text-07
ma-g3-english-language-arts-u06-l07,ma-g3-english-language-arts,3,english-language-arts,97,6,Paragraph Power: Informative and Explanatory Writing,7,"Explicit model B: facts, definitions, and details that develop the topic sentence",Explicit model B,"facts, definitions, and details that develop the topic sentence",3.W.2,guided,no,g3-text-11
ma-g3-english-language-arts-u06-l08,ma-g3-english-language-arts,3,english-language-arts,98,6,Paragraph Power: Informative and Explanatory Writing,8,Guided practice B: choosing which two facts belong and which one wanders off,Guided practice B,choosing which two facts belong and which one wanders off,3.W.2;3.W.5,guided,no,g3-text-07
ma-g3-english-language-arts-u06-l09,ma-g3-english-language-arts,3,english-language-arts,99,6,Paragraph Power: Informative and Explanatory Writing,9,Shared close reading: reading a model explainer to see how it is put together,Shared close reading,reading a model explainer to see how it is put together,3.RI.2;3.W.2,guided,no,g3-text-11
ma-g3-english-language-arts-u06-l10,ma-g3-english-language-arts,3,english-language-arts,100,6,Paragraph Power: Informative and Explanatory Writing,10,Reteach and varied practice: repairing paragraphs with two ideas mixed into one,Reteach and varied practice,repairing paragraphs with two ideas mixed into one,3.W.2;3.W.5,guided,no,g3-text-07
ma-g3-english-language-arts-u06-l11,ma-g3-english-language-arts,3,english-language-arts,101,6,Paragraph Power: Informative and Explanatory Writing,11,"Vocabulary and language study: linking words: also, another, for example, because, finally",Vocabulary and language study,"linking words: also, another, for example, because, finally",3.W.2;3.L.3,guided,no,g3-text-11
ma-g3-english-language-arts-u06-l12,ma-g3-english-language-arts,3,english-language-arts,102,6,Paragraph Power: Informative and Explanatory Writing,12,Writing plan and draft: planning a two-paragraph explainer with grouped facts,Writing plan and draft,planning a two-paragraph explainer with grouped facts,3.W.2;3.W.4,guided,no,learner-produced
ma-g3-english-language-arts-u06-l13,ma-g3-english-language-arts,3,english-language-arts,103,6,Paragraph Power: Informative and Explanatory Writing,13,"Writing revise and edit: revising for clarity, then editing subject-verb agreement and spelling",Writing revise and edit,"revising for clarity, then editing subject-verb agreement and spelling",3.W.5;3.L.1;3.L.2,guided,no,learner-produced
ma-g3-english-language-arts-u06-l14,ma-g3-english-language-arts,3,english-language-arts,104,6,Paragraph Power: Informative and Explanatory Writing,14,Talk and listening practice: reading a paragraph aloud and taking one listener question,Talk and listening practice,reading a paragraph aloud and taking one listener question,3.SL.4;3.SL.6,guided,no,g3-text-07
ma-g3-english-language-arts-u06-l15,ma-g3-english-language-arts,3,english-language-arts,105,6,Paragraph Power: Informative and Explanatory Writing,15,"Skill consolidation and retrieval: retrieving topic sentence, development, linking, and closing",Skill consolidation and retrieval,"retrieving topic sentence, development, linking, and closing",3.W.2;3.W.4,independent,no,g3-text-11
ma-g3-english-language-arts-u06-l16,ma-g3-english-language-arts,3,english-language-arts,106,6,Paragraph Power: Informative and Explanatory Writing,16,Transfer to a new text: writing a short explainer on an unfamiliar topic from given facts,Transfer to a new text,writing a short explainer on an unfamiliar topic from given facts,3.W.2;3.W.4,independent,no,g3-text-07
ma-g3-english-language-arts-u06-l17,ma-g3-english-language-arts,3,english-language-arts,107,6,Paragraph Power: Informative and Explanatory Writing,17,Unit assessment: unit evidence: an independently written explanatory paragraph pair,Unit assessment,unit evidence: an independently written explanatory paragraph pair,3.W.2;3.W.4;3.L.1;3.L.2,independent,yes,g3-text-11
ma-g3-english-language-arts-u06-l18,ma-g3-english-language-arts,3,english-language-arts,108,6,Paragraph Power: Informative and Explanatory Writing,18,"Correction, publication, and reflection: correcting one paragraph and publishing the explainer","Correction, publication, and reflection",correcting one paragraph and publishing the explainer,3.W.5;3.W.6,guided,no,g3-text-07
ma-g3-english-language-arts-u07-l01,ma-g3-english-language-arts,3,english-language-arts,109,7,Opinion Writing: Reasons That Convince,1,"Launch and baseline: the difference between a fact, a feeling, and an opinion",Launch and baseline,"the difference between a fact, a feeling, and an opinion",3.W.1;3.RI.8,guided,no,g3-text-12
ma-g3-english-language-arts-u07-l02,ma-g3-english-language-arts,3,english-language-arts,110,7,Opinion Writing: Reasons That Convince,2,Word work and decoding focus: reading opinion words and the endings that change them,Word work and decoding focus,reading opinion words and the endings that change them,3.RF.3;3.L.4,guided,no,g3-text-09
ma-g3-english-language-arts-u07-l03,ma-g3-english-language-arts,3,english-language-arts,111,7,Opinion Writing: Reasons That Convince,3,Explicit model A: an opinion statement says what you think in one sentence,Explicit model A,an opinion statement says what you think in one sentence,3.W.1,guided,no,g3-text-12
ma-g3-english-language-arts-u07-l04,ma-g3-english-language-arts,3,english-language-arts,112,7,Opinion Writing: Reasons That Convince,4,Guided practice A: writing an opinion statement three different ways and picking one,Guided practice A,writing an opinion statement three different ways and picking one,3.W.1;3.W.5,guided,no,g3-text-09
ma-g3-english-language-arts-u07-l05,ma-g3-english-language-arts,3,english-language-arts,113,7,Opinion Writing: Reasons That Convince,5,Fluency and rereading practice: reading an opinion paragraph aloud so the position is clear,Fluency and rereading practice,reading an opinion paragraph aloud so the position is clear,3.RF.4;3.SL.4,guided,no,g3-text-12
ma-g3-english-language-arts-u07-l06,ma-g3-english-language-arts,3,english-language-arts,114,7,Opinion Writing: Reasons That Convince,6,Independent application A: drafting an opinion statement plus one supporting reason,Independent application A,drafting an opinion statement plus one supporting reason,3.W.1,independent,no,g3-text-09
ma-g3-english-language-arts-u07-l07,ma-g3-english-language-arts,3,english-language-arts,115,7,Opinion Writing: Reasons That Convince,7,Explicit model B: a reason answers the question 'why should anyone agree?',Explicit model B,a reason answers the question 'why should anyone agree?',3.W.1;3.RI.8,guided,no,g3-text-12
ma-g3-english-language-arts-u07-l08,ma-g3-english-language-arts,3,english-language-arts,116,7,Opinion Writing: Reasons That Convince,8,Guided practice B: sorting strong reasons from restatements of the opinion,Guided practice B,sorting strong reasons from restatements of the opinion,3.W.1;3.RI.8,guided,no,g3-text-09
ma-g3-english-language-arts-u07-l09,ma-g3-english-language-arts,3,english-language-arts,117,7,Opinion Writing: Reasons That Convince,9,Shared close reading: close reading to name the author's point of view and say how yours differs,Shared close reading,close reading to name the author's point of view and say how yours differs,3.RI.6,guided,no,g3-text-12
ma-g3-english-language-arts-u07-l10,ma-g3-english-language-arts,3,english-language-arts,118,7,Opinion Writing: Reasons That Convince,10,Reteach and varied practice: repairing reasons that do not connect to the opinion,Reteach and varied practice,repairing reasons that do not connect to the opinion,3.W.1;3.W.5,guided,no,g3-text-09
ma-g3-english-language-arts-u07-l11,ma-g3-english-language-arts,3,english-language-arts,119,7,Opinion Writing: Reasons That Convince,11,"Vocabulary and language study: linking words for opinion: because, therefore, since, for example",Vocabulary and language study,"linking words for opinion: because, therefore, since, for example",3.W.1;3.L.6;3.L.3,guided,no,g3-text-12
ma-g3-english-language-arts-u07-l12,ma-g3-english-language-arts,3,english-language-arts,120,7,Opinion Writing: Reasons That Convince,12,Writing plan and draft: planning three reasons in the order that convinces best,Writing plan and draft,planning three reasons in the order that convinces best,3.W.1;3.W.4,guided,no,learner-produced
ma-g3-english-language-arts-u07-l13,ma-g3-english-language-arts,3,english-language-arts,121,7,Opinion Writing: Reasons That Convince,13,Writing revise and edit: revising the conclusion so it does more than repeat the opening,Writing revise and edit,revising the conclusion so it does more than repeat the opening,3.W.1;3.W.5,guided,no,learner-produced
ma-g3-english-language-arts-u07-l14,ma-g3-english-language-arts,3,english-language-arts,122,7,Opinion Writing: Reasons That Convince,14,"Talk and listening practice: presenting an opinion at an understandable pace, or in print",Talk and listening practice,"presenting an opinion at an understandable pace, or in print",3.SL.4,guided,no,g3-text-09
ma-g3-english-language-arts-u07-l15,ma-g3-english-language-arts,3,english-language-arts,123,7,Opinion Writing: Reasons That Convince,15,"Skill consolidation and retrieval: retrieving opinion, reason, order, linking, and conclusion",Skill consolidation and retrieval,"retrieving opinion, reason, order, linking, and conclusion",3.W.1;3.W.4,independent,no,g3-text-12
ma-g3-english-language-arts-u07-l16,ma-g3-english-language-arts,3,english-language-arts,124,7,Opinion Writing: Reasons That Convince,16,Transfer to a new text: writing an opinion on a new question about a familiar topic,Transfer to a new text,writing an opinion on a new question about a familiar topic,3.W.1,independent,no,g3-text-09
ma-g3-english-language-arts-u07-l17,ma-g3-english-language-arts,3,english-language-arts,125,7,Opinion Writing: Reasons That Convince,17,Unit assessment: unit evidence: an independently written opinion piece,Unit assessment,unit evidence: an independently written opinion piece,3.W.1;3.W.4;3.RI.8,independent,yes,g3-text-12
ma-g3-english-language-arts-u07-l18,ma-g3-english-language-arts,3,english-language-arts,126,7,Opinion Writing: Reasons That Convince,18,"Correction, publication, and reflection: correcting one reason and publishing or privately filing the piece","Correction, publication, and reflection",correcting one reason and publishing or privately filing the piece,3.W.5;3.RI.6,guided,no,g3-text-09
ma-g3-english-language-arts-u08-l01,ma-g3-english-language-arts,3,english-language-arts,127,8,"Poems, Plays, and Words That Mean More",1,Launch and baseline: how a poem and a play look different from a story on the page,Launch and baseline,how a poem and a play look different from a story on the page,3.RL.5,guided,no,g3-text-13
ma-g3-english-language-arts-u08-l02,ma-g3-english-language-arts,3,english-language-arts,128,8,"Poems, Plays, and Words That Mean More",2,"Word work and decoding focus: hearing rhyme, rhythm, and repeated sounds in words",Word work and decoding focus,"hearing rhyme, rhythm, and repeated sounds in words",3.RF.3;3.RL.4,guided,no,g3-text-14
ma-g3-english-language-arts-u08-l03,ma-g3-english-language-arts,3,english-language-arts,129,8,"Poems, Plays, and Words That Mean More",3,Explicit model A: stanzas and lines in poems; scenes and casts in plays,Explicit model A,stanzas and lines in poems; scenes and casts in plays,3.RL.5,guided,no,g3-text-13
ma-g3-english-language-arts-u08-l04,ma-g3-english-language-arts,3,english-language-arts,130,8,"Poems, Plays, and Words That Mean More",4,Guided practice A: labeling the parts of a poem and the parts of a scene,Guided practice A,labeling the parts of a poem and the parts of a scene,3.RL.5,guided,no,g3-text-14
ma-g3-english-language-arts-u08-l05,ma-g3-english-language-arts,3,english-language-arts,131,8,"Poems, Plays, and Words That Mean More",5,"Fluency and rereading practice: reading a poem aloud, or silently with a marked rhythm, twice",Fluency and rereading practice,"reading a poem aloud, or silently with a marked rhythm, twice",3.RF.4,guided,no,g3-text-13
ma-g3-english-language-arts-u08-l06,ma-g3-english-language-arts,3,english-language-arts,132,8,"Poems, Plays, and Words That Mean More",6,Independent application A: marking the structure of a new poem independently,Independent application A,marking the structure of a new poem independently,3.RL.5,independent,no,g3-text-14
ma-g3-english-language-arts-u08-l07,ma-g3-english-language-arts,3,english-language-arts,133,8,"Poems, Plays, and Words That Mean More",7,Explicit model B: literal and nonliteral meaning: when words mean something else,Explicit model B,literal and nonliteral meaning: when words mean something else,3.RL.4;3.L.5,guided,no,g3-text-13
ma-g3-english-language-arts-u08-l08,ma-g3-english-language-arts,3,english-language-arts,134,8,"Poems, Plays, and Words That Mean More",8,Guided practice B: explaining what a phrase means here and how you can tell,Guided practice B,explaining what a phrase means here and how you can tell,3.RL.4;3.L.5,guided,no,g3-text-14
ma-g3-english-language-arts-u08-l09,ma-g3-english-language-arts,3,english-language-arts,135,8,"Poems, Plays, and Words That Mean More",9,Shared close reading: close reading an original poem for imagery and word choice,Shared close reading,close reading an original poem for imagery and word choice,3.RL.4,guided,no,g3-text-13
ma-g3-english-language-arts-u08-l10,ma-g3-english-language-arts,3,english-language-arts,136,8,"Poems, Plays, and Words That Mean More",10,Reteach and varied practice: repairing readings that take a figure of speech literally,Reteach and varied practice,repairing readings that take a figure of speech literally,3.L.5,guided,no,g3-text-14
ma-g3-english-language-arts-u08-l11,ma-g3-english-language-arts,3,english-language-arts,137,8,"Poems, Plays, and Words That Mean More",11,Vocabulary and language study: shades of meaning between words that seem to be the same,Vocabulary and language study,shades of meaning between words that seem to be the same,3.L.5,guided,no,g3-text-13
ma-g3-english-language-arts-u08-l12,ma-g3-english-language-arts,3,english-language-arts,138,8,"Poems, Plays, and Words That Mean More",12,Writing plan and draft: planning an original poem or short scene with one craft choice,Writing plan and draft,planning an original poem or short scene with one craft choice,3.W.10;3.RL.5,guided,no,learner-produced
ma-g3-english-language-arts-u08-l13,ma-g3-english-language-arts,3,english-language-arts,139,8,"Poems, Plays, and Words That Mean More",13,"Writing revise and edit: revising for sound and image, then editing the layout",Writing revise and edit,"revising for sound and image, then editing the layout",3.W.10;3.RL.4,guided,no,learner-produced
ma-g3-english-language-arts-u08-l14,ma-g3-english-language-arts,3,english-language-arts,140,8,"Poems, Plays, and Words That Mean More",14,"Talk and listening practice: presenting a reading aloud, in print, or through a caption track",Talk and listening practice,"presenting a reading aloud, in print, or through a caption track",3.SL.5,guided,no,g3-text-14
ma-g3-english-language-arts-u08-l15,ma-g3-english-language-arts,3,english-language-arts,141,8,"Poems, Plays, and Words That Mean More",15,"Skill consolidation and retrieval: retrieving structure, figurative language, and point of view",Skill consolidation and retrieval,"retrieving structure, figurative language, and point of view",3.RL.4;3.RL.5;3.RL.6,independent,no,g3-text-13
ma-g3-english-language-arts-u08-l16,ma-g3-english-language-arts,3,english-language-arts,142,8,"Poems, Plays, and Words That Mean More",16,Transfer to a new text: comparing your point of view with the narrator's in a new poem,Transfer to a new text,comparing your point of view with the narrator's in a new poem,3.RL.6,independent,no,g3-text-14
ma-g3-english-language-arts-u08-l17,ma-g3-english-language-arts,3,english-language-arts,143,8,"Poems, Plays, and Words That Mean More",17,"Unit assessment: unit evidence: structure, nonliteral meaning, and craft explanation",Unit assessment,"unit evidence: structure, nonliteral meaning, and craft explanation",3.RL.4;3.RL.5;3.L.5,independent,yes,g3-text-13
ma-g3-english-language-arts-u08-l18,ma-g3-english-language-arts,3,english-language-arts,144,8,"Poems, Plays, and Words That Mean More",18,"Correction, publication, and reflection: correcting one note and publishing or privately filing the set","Correction, publication, and reflection",correcting one note and publishing or privately filing the set,3.W.10;3.SL.5,guided,no,g3-text-14
ma-g3-english-language-arts-u09-l01,ma-g3-english-language-arts,3,english-language-arts,145,9,"Small Research: Questions, Sources, and Notes",1,Launch and baseline: what makes a question researchable instead of unanswerable,Launch and baseline,what makes a question researchable instead of unanswerable,3.W.7,guided,no,g3-text-08
ma-g3-english-language-arts-u09-l02,ma-g3-english-language-arts,3,english-language-arts,146,9,"Small Research: Questions, Sources, and Notes",2,Word work and decoding focus: reading topic vocabulary you will need for this question,Word work and decoding focus,reading topic vocabulary you will need for this question,3.RF.3;3.L.4,guided,no,g3-text-10
ma-g3-english-language-arts-u09-l03,ma-g3-english-language-arts,3,english-language-arts,147,9,"Small Research: Questions, Sources, and Notes",3,Explicit model A: gathering what you already know before you look anything up,Explicit model A,gathering what you already know before you look anything up,3.W.8,guided,no,g3-text-08
ma-g3-english-language-arts-u09-l04,ma-g3-english-language-arts,3,english-language-arts,148,9,"Small Research: Questions, Sources, and Notes",4,Guided practice A: turning a broad wondering into one answerable question,Guided practice A,turning a broad wondering into one answerable question,3.W.7,guided,no,g3-text-10
ma-g3-english-language-arts-u09-l05,ma-g3-english-language-arts,3,english-language-arts,149,9,"Small Research: Questions, Sources, and Notes",5,Fluency and rereading practice: reading a source passage carefully enough to take notes,Fluency and rereading practice,reading a source passage carefully enough to take notes,3.RF.4,guided,no,g3-text-08
ma-g3-english-language-arts-u09-l06,ma-g3-english-language-arts,3,english-language-arts,150,9,"Small Research: Questions, Sources, and Notes",6,Independent application A: locating the part of a source that answers your question,Independent application A,locating the part of a source that answers your question,3.RI.5;3.W.8,independent,no,g3-text-10
ma-g3-english-language-arts-u09-l07,ma-g3-english-language-arts,3,english-language-arts,151,9,"Small Research: Questions, Sources, and Notes",7,Explicit model B: notes in your own words: why copying is not note-taking,Explicit model B,notes in your own words: why copying is not note-taking,3.W.8,guided,no,g3-text-08
ma-g3-english-language-arts-u09-l08,ma-g3-english-language-arts,3,english-language-arts,152,9,"Small Research: Questions, Sources, and Notes",8,Guided practice B: shortening a sentence into a note without changing its meaning,Guided practice B,shortening a sentence into a note without changing its meaning,3.W.8,guided,no,g3-text-10
ma-g3-english-language-arts-u09-l09,ma-g3-english-language-arts,3,english-language-arts,153,9,"Small Research: Questions, Sources, and Notes",9,Shared close reading: close reading a second source on the same topic,Shared close reading,close reading a second source on the same topic,3.RI.9,guided,no,g3-text-08
ma-g3-english-language-arts-u09-l10,ma-g3-english-language-arts,3,english-language-arts,154,9,"Small Research: Questions, Sources, and Notes",10,Reteach and varied practice: repairing notes that copied wording or lost the meaning,Reteach and varied practice,repairing notes that copied wording or lost the meaning,3.W.8,guided,no,g3-text-10
ma-g3-english-language-arts-u09-l11,ma-g3-english-language-arts,3,english-language-arts,155,9,"Small Research: Questions, Sources, and Notes",11,"Vocabulary and language study: the words a source record needs: who made it, what it is, and where you found it",Vocabulary and language study,"the words a source record needs: who made it, what it is, and where you found it",3.W.8;3.L.6,guided,no,g3-text-08
ma-g3-english-language-arts-u09-l12,ma-g3-english-language-arts,3,english-language-arts,156,9,"Small Research: Questions, Sources, and Notes",12,"Writing plan and draft: sorting notes into the categories you were given, then planning the answer",Writing plan and draft,"sorting notes into the categories you were given, then planning the answer",3.W.8;3.W.4,guided,no,learner-produced
ma-g3-english-language-arts-u09-l13,ma-g3-english-language-arts,3,english-language-arts,157,9,"Small Research: Questions, Sources, and Notes",13,Writing revise and edit: revising the answer so each part traces to a note,Writing revise and edit,revising the answer so each part traces to a note,3.W.7;3.W.4,guided,no,learner-produced
ma-g3-english-language-arts-u09-l14,ma-g3-english-language-arts,3,english-language-arts,158,9,"Small Research: Questions, Sources, and Notes",14,Talk and listening practice: asking a speaker a question and answering one about your notes,Talk and listening practice,asking a speaker a question and answering one about your notes,3.SL.3,guided,no,g3-text-10
ma-g3-english-language-arts-u09-l15,ma-g3-english-language-arts,3,english-language-arts,159,9,"Small Research: Questions, Sources, and Notes",15,"Skill consolidation and retrieval: retrieving question, gather, note, categorize, and cite",Skill consolidation and retrieval,"retrieving question, gather, note, categorize, and cite",3.W.7;3.W.8,independent,no,g3-text-08
ma-g3-english-language-arts-u09-l16,ma-g3-english-language-arts,3,english-language-arts,160,9,"Small Research: Questions, Sources, and Notes",16,Transfer to a new text: running the whole routine on a new question in one session,Transfer to a new text,running the whole routine on a new question in one session,3.W.7;3.W.8,independent,no,g3-text-10
ma-g3-english-language-arts-u09-l17,ma-g3-english-language-arts,3,english-language-arts,161,9,"Small Research: Questions, Sources, and Notes",17,Unit assessment: unit evidence: a research card with sources and own-words notes,Unit assessment,unit evidence: a research card with sources and own-words notes,3.W.7;3.W.8;3.RI.9,independent,yes,g3-text-08
ma-g3-english-language-arts-u09-l18,ma-g3-english-language-arts,3,english-language-arts,162,9,"Small Research: Questions, Sources, and Notes",18,"Correction, publication, and reflection: correcting one note and publishing the research card","Correction, publication, and reflection",correcting one note and publishing the research card,3.W.8;3.W.4,guided,no,g3-text-10
ma-g3-english-language-arts-u10-l01,ma-g3-english-language-arts,3,english-language-arts,163,10,Narrative Craft and the Year-End Portfolio,1,"Launch and baseline: what makes a story easy to follow, and choosing a portfolio piece",Launch and baseline,"what makes a story easy to follow, and choosing a portfolio piece",3.W.3;3.RL.10,guided,no,g3-text-15
ma-g3-english-language-arts-u10-l02,ma-g3-english-language-arts,3,english-language-arts,164,10,Narrative Craft and the Year-End Portfolio,2,Word work and decoding focus: reading and spelling the words your own story needs,Word work and decoding focus,reading and spelling the words your own story needs,3.RF.3;3.L.2,guided,no,g3-text-16
ma-g3-english-language-arts-u10-l03,ma-g3-english-language-arts,3,english-language-arts,165,10,Narrative Craft and the Year-End Portfolio,3,"Explicit model A: establishing a situation, a narrator, and characters",Explicit model A,"establishing a situation, a narrator, and characters",3.W.3,guided,no,g3-text-15
ma-g3-english-language-arts-u10-l04,ma-g3-english-language-arts,3,english-language-arts,166,10,Narrative Craft and the Year-End Portfolio,4,Guided practice A: writing an opening that sets up a real problem,Guided practice A,writing an opening that sets up a real problem,3.W.3;3.W.4,guided,no,g3-text-16
ma-g3-english-language-arts-u10-l05,ma-g3-english-language-arts,3,english-language-arts,167,10,Narrative Craft and the Year-End Portfolio,5,Fluency and rereading practice: reading a draft aloud to hear where a reader would get lost,Fluency and rereading practice,reading a draft aloud to hear where a reader would get lost,3.RF.4;3.W.5,guided,no,g3-text-15
ma-g3-english-language-arts-u10-l06,ma-g3-english-language-arts,3,english-language-arts,168,10,Narrative Craft and the Year-End Portfolio,6,Independent application A: drafting the middle events in an order that unfolds naturally,Independent application A,drafting the middle events in an order that unfolds naturally,3.W.3,independent,no,g3-text-16
ma-g3-english-language-arts-u10-l07,ma-g3-english-language-arts,3,english-language-arts,169,10,Narrative Craft and the Year-End Portfolio,7,"Explicit model B: dialogue that shows feeling, punctuated with quotation marks and commas",Explicit model B,"dialogue that shows feeling, punctuated with quotation marks and commas",3.W.3;3.L.2;3.L.3,guided,no,g3-text-15
ma-g3-english-language-arts-u10-l08,ma-g3-english-language-arts,3,english-language-arts,170,10,Narrative Craft and the Year-End Portfolio,8,Guided practice B: replacing told feelings with shown actions and words,Guided practice B,replacing told feelings with shown actions and words,3.W.3;3.W.5,guided,no,g3-text-16
ma-g3-english-language-arts-u10-l09,ma-g3-english-language-arts,3,english-language-arts,171,10,Narrative Craft and the Year-End Portfolio,9,Shared close reading: reading a published narrative for closure and last lines,Shared close reading,reading a published narrative for closure and last lines,3.RL.10;3.W.3,guided,no,g3-text-15
ma-g3-english-language-arts-u10-l10,ma-g3-english-language-arts,3,english-language-arts,172,10,Narrative Craft and the Year-End Portfolio,10,"Reteach and varied practice: repairing sequences that jump, repeat, or stop without closure",Reteach and varied practice,"repairing sequences that jump, repeat, or stop without closure",3.W.3;3.W.5,guided,no,g3-text-16
ma-g3-english-language-arts-u10-l11,ma-g3-english-language-arts,3,english-language-arts,173,10,Narrative Craft and the Year-End Portfolio,11,Vocabulary and language study: temporal words and phrases that keep a reader oriented,Vocabulary and language study,temporal words and phrases that keep a reader oriented,3.W.3;3.L.1,guided,no,g3-text-15
ma-g3-english-language-arts-u10-l12,ma-g3-english-language-arts,3,english-language-arts,174,10,Narrative Craft and the Year-End Portfolio,12,"Writing plan and draft: planning the portfolio: selection, order, and reflection prompts",Writing plan and draft,"planning the portfolio: selection, order, and reflection prompts",3.W.4;3.W.6,guided,no,learner-produced
ma-g3-english-language-arts-u10-l13,ma-g3-english-language-arts,3,english-language-arts,175,10,Narrative Craft and the Year-End Portfolio,13,"Writing revise and edit: revising the narrative, then editing grammar and end punctuation",Writing revise and edit,"revising the narrative, then editing grammar and end punctuation",3.W.5;3.L.1,guided,no,learner-produced
ma-g3-english-language-arts-u10-l14,ma-g3-english-language-arts,3,english-language-arts,176,10,Narrative Craft and the Year-End Portfolio,14,"Talk and listening practice: presenting one portfolio piece aloud, in print, or privately",Talk and listening practice,"presenting one portfolio piece aloud, in print, or privately",3.SL.4;3.SL.6,guided,no,g3-text-16
ma-g3-english-language-arts-u10-l15,ma-g3-english-language-arts,3,english-language-arts,177,10,Narrative Craft and the Year-End Portfolio,15,Skill consolidation and retrieval: retrieving the year's reading and writing moves in one sitting,Skill consolidation and retrieval,retrieving the year's reading and writing moves in one sitting,3.RL.10;3.RI.10;3.W.4,independent,no,g3-text-15
ma-g3-english-language-arts-u10-l16,ma-g3-english-language-arts,3,english-language-arts,178,10,Narrative Craft and the Year-End Portfolio,16,Transfer to a new text: reading an unfamiliar grade-level text and responding in writing,Transfer to a new text,reading an unfamiliar grade-level text and responding in writing,3.RL.10;3.RI.10,independent,no,g3-text-16
ma-g3-english-language-arts-u10-l17,ma-g3-english-language-arts,3,english-language-arts,179,10,Narrative Craft and the Year-End Portfolio,17,Unit assessment: unit evidence: an independently written narrative and reflection,Unit assessment,unit evidence: an independently written narrative and reflection,3.W.3;3.W.4;3.L.1,independent,yes,g3-text-15
ma-g3-english-language-arts-u10-l18,ma-g3-english-language-arts,3,english-language-arts,180,10,Narrative Craft and the Year-End Portfolio,18,"Correction, publication, and reflection: correcting one section and publishing the year-end portfolio","Correction, publication, and reflection",correcting one section and publishing the year-end portfolio,3.W.5;3.W.6,guided,no,g3-text-16
ma-g4-english-language-arts-u01-l01,ma-g4-english-language-arts,4,english-language-arts,1,1,"An Evidence Habit: Details, Examples, and Inferences",1,"Launch and diagnostic: what evidence is, and a no-penalty diagnostic across both text types",Launch and diagnostic,"what evidence is, and a no-penalty diagnostic across both text types",4.RL.1;4.RI.1,guided,no,g4-text-01
ma-g4-english-language-arts-u01-l02,ma-g4-english-language-arts,4,english-language-arts,2,1,"An Evidence Habit: Details, Examples, and Inferences",2,"Word study and morphology: attacking an unfamiliar multisyllabic word with sound, syllables, and parts",Word study and morphology,"attacking an unfamiliar multisyllabic word with sound, syllables, and parts",4.RF.3,guided,no,g4-text-02
ma-g4-english-language-arts-u01-l03,ma-g4-english-language-arts,4,english-language-arts,3,1,"An Evidence Habit: Details, Examples, and Inferences",3,Concept model A: explicit meaning: what the text states outright,Concept model A,explicit meaning: what the text states outright,4.RL.1;4.RI.1,guided,no,g4-text-01
ma-g4-english-language-arts-u01-l04,ma-g4-english-language-arts,4,english-language-arts,4,1,"An Evidence Habit: Details, Examples, and Inferences",4,Guided practice A: locating the detail or example that answers a question exactly,Guided practice A,locating the detail or example that answers a question exactly,4.RL.1;4.RI.1,guided,no,g4-text-02
ma-g4-english-language-arts-u01-l05,ma-g4-english-language-arts,4,english-language-arts,5,1,"An Evidence Habit: Details, Examples, and Inferences",5,Close reading with evidence: close reading one passage for stated facts and unstated implications,Close reading with evidence,close reading one passage for stated facts and unstated implications,4.RL.1;4.RF.4,guided,no,g4-text-01
ma-g4-english-language-arts-u01-l06,ma-g4-english-language-arts,4,english-language-arts,6,1,"An Evidence Habit: Details, Examples, and Inferences",6,Independent application A: answering two questions on a new passage with cited support,Independent application A,answering two questions on a new passage with cited support,4.RI.1;4.W.4,independent,no,g4-text-02
ma-g4-english-language-arts-u01-l07,ma-g4-english-language-arts,4,english-language-arts,7,1,"An Evidence Habit: Details, Examples, and Inferences",7,Concept model B: inference: what the text makes true without saying it,Concept model B,inference: what the text makes true without saying it,4.RL.1;4.RI.1,guided,no,g4-text-01
ma-g4-english-language-arts-u01-l08,ma-g4-english-language-arts,4,english-language-arts,8,1,"An Evidence Habit: Details, Examples, and Inferences",8,Guided practice B: separating a supported inference from a guess the text does not carry,Guided practice B,separating a supported inference from a guess the text does not carry,4.RL.1;4.RI.1,guided,no,g4-text-02
ma-g4-english-language-arts-u01-l09,ma-g4-english-language-arts,4,english-language-arts,9,1,"An Evidence Habit: Details, Examples, and Inferences",9,Reteach and varied practice: repairing responses whose evidence does not match the claim,Reteach and varied practice,repairing responses whose evidence does not match the claim,4.RI.1;4.W.4,guided,no,g4-text-01
