lesson_id,course_id,grade,band,source_lineage,generator_family,unit_number,day_in_unit,phase,audit_type,work_type,focus,question_count,question_kinds,science_brief_rows,structured_vocabulary_field,worked_example_payload,brief_duplicates_evidence,data_bearing,primary_route_kind,model_data_rows,graph_interpretation_requested,engineering_focus,engineering_language,remediation_route_count,mastery_rule_present,expected_reasoning_present,student_visible_safety,hazard_count,safe_order_steps,stop_condition_count,supervision_level,correctness_authority_present,correctness_adult_only,adult_key_heading_on_learner_sheet,learner_sheet_words,safety_section_words,analysis_section_words,science_payload_hash,model_payload_hash,phase_direction,tutor_structured_fields_present
ma-g5-science-u06-l12,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,6,12,Correction and reflection,remediation,STUDENT_WORK_SHEET,regional water patterns,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2875,1028,251,1920b0e6531e66d45cf7f3859341ead8349ab32e695ca6abcdcd825cbb515009,,"Locate one weakness in an earlier response, revise it with a named evidence code, and state what the revision fixes.",0
ma-g5-science-u07-l01,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,1,Launch and diagnostic,concept,STUDENT_WORK_SHEET,star brightness and distance,7,ACTIVATE_PRIOR|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2943,1028,266,77a79bbc86d3540b951056298ae4afd1acb19e865167cc776a660427fa063054,,"Write an initial explanation, then mark which evidence item would most strongly change it.",0
ma-g5-science-u07-l02,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,2,Concept model A,concept,STUDENT_WORK_SHEET,sun as a star,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2941,1028,262,bd38996a2d4ee5432bec768f5aa55205dd07b388639b6bf5bc395ac350691616,,Build a labelled model that includes every accepted relationship in the science brief and test it against the case claim.,0
ma-g5-science-u07-l03,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,3,Guided practice A,concept,STUDENT_WORK_SHEET,daily shadow patterns,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2931,1028,250,d288d03f3d031239d71055c30f21c14240b4904c6e130d9e92f6011ed0a1adfb,,Use E1 with E2 first; then add E3 and revise any conclusion that no longer fits.,0
ma-g5-science-u07-l04,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,4,Independent application A,mastery,STUDENT_WORK_SHEET,seasonal daylight patterns,7,APPLY_INDEPENDENT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2917,1028,267,d6bbe6e409fa548cdc16b39fdb823a2d9a5f81d8487a1a7ceda922bb56c6782a,,Evaluate the case claim independently using at least two evidence codes and one stated limitation.,0
ma-g5-science-u07-l05,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,5,Concept model B,concept,STUDENT_WORK_SHEET,data over time,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2866,1028,255,c0ec452dd969b7a256ee0af236f653695ea9277d741441ca29e5d63696dd86e5,,Build a second representation of the same evidence and identify one feature the first model hid.,0
ma-g5-science-u07-l06,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,6,Guided practice B,concept,STUDENT_WORK_SHEET,scale models and limitations,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2890,1028,257,9ac32e97e77461882a42159a74827fe51c6058d5b2284aa8675105d3c84f1203,,"Sort all evidence as supports, challenges, or does not decide, and justify every placement.",0
ma-g5-science-u07-l07,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,7,Investigation or close reading,inquiry/investigation,INVESTIGATION_DATA_SHEET,star brightness and distance,7,ANALYZE_EVIDENCE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,False,5,True,True,True,0,0,8,direct-adult,True,True,False,3416,1026,255,77a79bbc86d3540b951056298ae4afd1acb19e865167cc776a660427fa063054,,Carry out the document investigation in the stated order and record the evidence tally before writing a conclusion.,0
ma-g5-science-u07-l08,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,8,Reteach and varied practice,remediation,STUDENT_WORK_SHEET,sun as a star,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2936,1028,258,bd38996a2d4ee5432bec768f5aa55205dd07b388639b6bf5bc395ac350691616,,"Correct the candidate claim, explain the exact evidence that makes the correction necessary, and create one fresh example.",0
ma-g5-science-u07-l09,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,9,Performance task build,assessment/project,INVESTIGATION_DATA_SHEET,daily shadow patterns,7,BUILD_PRODUCT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,False,5,True,True,True,0,0,8,direct-adult,True,True,False,3435,1026,258,d288d03f3d031239d71055c30f21c14240b4904c6e130d9e92f6011ed0a1adfb,,Use the supplied record to build a claim-evidence-reasoning product that another reader can check line by line.,0
ma-g5-science-u07-l10,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,10,Synthesis and review,review,STUDENT_WORK_SHEET,seasonal daylight patterns,7,CONNECT_UNIT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2931,1028,276,d6bbe6e409fa548cdc16b39fdb823a2d9a5f81d8487a1a7ceda922bb56c6782a,,"Connect at least three evidence items, state the boundary of the conclusion, and answer the unit question.",0
ma-g5-science-u07-l11,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,11,Unit assessment,assessment/project,STUDENT_WORK_SHEET,data over time,7,DEMONSTRATE_MASTERY|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2875,1028,264,c0ec452dd969b7a256ee0af236f653695ea9277d741441ca29e5d63696dd86e5,,"Without copying the brief, evaluate the candidate claim, interpret the evidence table, and apply the idea to a new example you create.",0
ma-g5-science-u07-l12,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,7,12,Correction and reflection,remediation,STUDENT_WORK_SHEET,scale models and limitations,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2904,1028,258,9ac32e97e77461882a42159a74827fe51c6058d5b2284aa8675105d3c84f1203,,"Locate one weakness in an earlier response, revise it with a named evidence code, and state what the revision fixes.",0
ma-g5-science-u08-l01,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,1,Launch and diagnostic,concept,STUDENT_WORK_SHEET,resource use,7,ACTIVATE_PRIOR|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2858,1028,252,339d5c5131e7edef70950c949660a7cf06227d37b5749f942e74cddc789da2b9,,"Write an initial explanation, then mark which evidence item would most strongly change it.",0
ma-g5-science-u08-l02,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,2,Concept model A,concept,STUDENT_WORK_SHEET,waste and pollution,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2871,1028,255,3146cf6b944fa05df4a8491042cc3aeca3dcb49b7e1e68556cdbc5c3b2c73df8,,Build a labelled model that includes every accepted relationship in the science brief and test it against the case claim.,0
ma-g5-science-u08-l03,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,3,Guided practice A,concept,STUDENT_WORK_SHEET,conservation strategies,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2826,1028,243,62cc0b0aedacbc60ee46402f4b9d994414c0bf570df687dd76abe3b02aa26e16,,Use E1 with E2 first; then add E3 and revise any conclusion that no longer fits.,0
ma-g5-science-u08-l04,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,4,Independent application A,mastery,STUDENT_WORK_SHEET,community tradeoffs,7,APPLY_INDEPENDENT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2839,1028,258,ba0c0a71780c148ae5a021a36b1dec61e259e11f5f8a5941fcd48f1579a36387,,Evaluate the case claim independently using at least two evidence codes and one stated limitation.,0
ma-g5-science-u08-l05,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,5,Concept model B,concept,STUDENT_WORK_SHEET,evidence-based decisions,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2832,1028,248,2811ad057f31df18ea4ff0ede97b903be9215fc67e89170cd7a06a52b89de5ad,,Build a second representation of the same evidence and identify one feature the first model hid.,0
ma-g5-science-u08-l06,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,6,Guided practice B,concept,STUDENT_WORK_SHEET,solution criteria,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,True,True,5,True,True,True,0,0,8,none,True,True,False,2812,1028,243,10d5d6fc40e259fa9794acb67c33132ce38f1e030587cc14bdf3e46e7286e5b6,,"Sort all evidence as supports, challenges, or does not decide, and justify every placement.",0
ma-g5-science-u08-l07,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,7,Investigation or close reading,inquiry/investigation,INVESTIGATION_DATA_SHEET,resource use,7,ANALYZE_EVIDENCE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,False,5,True,True,True,0,0,8,direct-adult,True,True,False,3304,1026,241,339d5c5131e7edef70950c949660a7cf06227d37b5749f942e74cddc789da2b9,,Carry out the document investigation in the stated order and record the evidence tally before writing a conclusion.,0
ma-g5-science-u08-l08,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,8,Reteach and varied practice,remediation,STUDENT_WORK_SHEET,waste and pollution,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2866,1028,251,3146cf6b944fa05df4a8491042cc3aeca3dcb49b7e1e68556cdbc5c3b2c73df8,,"Correct the candidate claim, explain the exact evidence that makes the correction necessary, and create one fresh example.",0
ma-g5-science-u08-l09,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,9,Performance task build,assessment/project,INVESTIGATION_DATA_SHEET,conservation strategies,7,BUILD_PRODUCT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,False,5,True,True,True,0,0,8,direct-adult,True,True,False,3284,1026,251,62cc0b0aedacbc60ee46402f4b9d994414c0bf570df687dd76abe3b02aa26e16,,Use the supplied record to build a claim-evidence-reasoning product that another reader can check line by line.,0
ma-g5-science-u08-l10,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,10,Synthesis and review,review,STUDENT_WORK_SHEET,community tradeoffs,7,CONNECT_UNIT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2847,1028,261,ba0c0a71780c148ae5a021a36b1dec61e259e11f5f8a5941fcd48f1579a36387,,"Connect at least three evidence items, state the boundary of the conclusion, and answer the unit question.",0
ma-g5-science-u08-l11,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,11,Unit assessment,assessment/project,STUDENT_WORK_SHEET,evidence-based decisions,7,DEMONSTRATE_MASTERY|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2841,1028,257,2811ad057f31df18ea4ff0ede97b903be9215fc67e89170cd7a06a52b89de5ad,,"Without copying the brief, evaluate the candidate claim, interpret the evidence table, and apply the idea to a new example you create.",0
ma-g5-science-u08-l12,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,8,12,Correction and reflection,remediation,STUDENT_WORK_SHEET,solution criteria,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,True,True,5,True,True,True,0,0,8,none,True,True,False,2826,1028,244,10d5d6fc40e259fa9794acb67c33132ce38f1e030587cc14bdf3e46e7286e5b6,,"Locate one weakness in an earlier response, revise it with a named evidence code, and state what the revision fixes.",0
ma-g5-science-u09-l01,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,1,Launch and diagnostic,concept,STUDENT_WORK_SHEET,systems thinking,7,ACTIVATE_PRIOR|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,True,5,True,True,True,0,0,8,none,True,True,False,2849,1028,252,572405a5644b86d9a8c852d8deb7bbb034d4be87d67ad88d5f0ea5078500af4f,,"Write an initial explanation, then mark which evidence item would most strongly change it.",0
ma-g5-science-u09-l02,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,2,Concept model A,concept,STUDENT_WORK_SHEET,cause and effect,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,True,5,True,True,True,0,0,8,none,True,True,False,2854,1028,255,96a901c6fb615be43192b2af5bfbcb54ad3883ee9d14c19ecf686bedcfea00b6,,Build a labelled model that includes every accepted relationship in the science brief and test it against the case claim.,0
ma-g5-science-u09-l03,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,3,Guided practice A,concept,STUDENT_WORK_SHEET,energy and matter,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,True,5,True,True,True,0,0,8,none,True,True,False,2880,1028,250,aa214dc41ca035b55d79abf7c292065e9c6ffc5298ad591d2296d4839c9429aa,,Use E1 with E2 first; then add E3 and revise any conclusion that no longer fits.,0
ma-g5-science-u09-l04,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,4,Independent application A,mastery,STUDENT_WORK_SHEET,data communication,7,APPLY_INDEPENDENT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,True,False,True,5,True,True,True,0,0,8,none,True,True,False,2856,1028,261,e02007b6752e0761a6d4b94cb5a486b84aa13d4b6ce38e6dbef210ed4d734330,,Evaluate the case claim independently using at least two evidence codes and one stated limitation.,0
ma-g5-science-u09-l05,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,5,Concept model B,concept,STUDENT_WORK_SHEET,design iteration,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,True,True,5,True,True,True,0,0,8,none,True,True,False,2823,1028,248,b95e38062c909ebf2f45eccd47c764ac339874bd15e7f0cdb08411f19e3f018a,,Build a second representation of the same evidence and identify one feature the first model hid.,0
ma-g5-science-u09-l06,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,6,Guided practice B,concept,STUDENT_WORK_SHEET,scientific argument,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,True,5,True,True,True,0,0,8,none,True,True,False,2805,1028,243,b109bc90cc660f89e800a71084f6bb2254698ec2ae3a342ec3a623ea15e10c0b,,"Sort all evidence as supports, challenges, or does not decide, and justify every placement.",0
ma-g5-science-u09-l07,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,7,Investigation or close reading,inquiry/investigation,INVESTIGATION_DATA_SHEET,systems thinking,7,ANALYZE_EVIDENCE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,True,5,True,True,True,0,0,8,direct-adult,True,True,False,3287,1026,241,572405a5644b86d9a8c852d8deb7bbb034d4be87d67ad88d5f0ea5078500af4f,,Carry out the document investigation in the stated order and record the evidence tally before writing a conclusion.,0
ma-g5-science-u09-l08,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,8,Reteach and varied practice,remediation,STUDENT_WORK_SHEET,cause and effect,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,True,5,True,True,True,0,0,8,none,True,True,False,2849,1028,251,96a901c6fb615be43192b2af5bfbcb54ad3883ee9d14c19ecf686bedcfea00b6,,"Correct the candidate claim, explain the exact evidence that makes the correction necessary, and create one fresh example.",0
ma-g5-science-u09-l09,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,9,Performance task build,assessment/project,INVESTIGATION_DATA_SHEET,energy and matter,7,BUILD_PRODUCT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,True,DOCUMENT_INVESTIGATION,0,False,False,True,5,True,True,True,0,0,8,direct-adult,True,True,False,3359,1026,258,aa214dc41ca035b55d79abf7c292065e9c6ffc5298ad591d2296d4839c9429aa,,Use the supplied record to build a claim-evidence-reasoning product that another reader can check line by line.,0
ma-g5-science-u09-l10,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,10,Synthesis and review,review,STUDENT_WORK_SHEET,data communication,7,CONNECT_UNIT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,True,5,True,True,True,0,0,8,none,True,True,False,2862,1028,262,e02007b6752e0761a6d4b94cb5a486b84aa13d4b6ce38e6dbef210ed4d734330,,"Connect at least three evidence items, state the boundary of the conclusion, and answer the unit question.",0
ma-g5-science-u09-l11,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,11,Unit assessment,assessment/project,STUDENT_WORK_SHEET,design iteration,7,DEMONSTRATE_MASTERY|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,True,True,5,True,True,True,0,0,8,none,True,True,False,2832,1028,257,b95e38062c909ebf2f45eccd47c764ac339874bd15e7f0cdb08411f19e3f018a,,"Without copying the brief, evaluate the candidate claim, interpret the evidence table, and apply the idea to a new example you create.",0
ma-g5-science-u09-l12,ma-g5-science,5,elementary,canonical-1.0.0,canonical-k8-elementary,9,12,Correction and reflection,remediation,STUDENT_WORK_SHEET,scientific argument,7,ERROR_ANALYSIS|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,True,5,True,True,True,0,0,8,none,True,True,False,2819,1028,244,b109bc90cc660f89e800a71084f6bb2254698ec2ae3a342ec3a623ea15e10c0b,,"Locate one weakness in an earlier response, revise it with a named evidence code, and state what the revision fixes.",0
ma-g7-science-u01-l01,ma-g7-science,7,middle,canonical-1.0.0,canonical-k8-middle,1,1,Launch and diagnostic,concept,STUDENT_WORK_SHEET,atomic and molecular models,7,ACTIVATE_PRIOR|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2785,863,266,f3947893d4d81b335a02563a370c4b12817da0d16e674ef75e1293dcfbcebb21,,"Write an initial explanation, then mark which evidence item would most strongly change it.",0
ma-g7-science-u01-l02,ma-g7-science,7,middle,canonical-1.0.0,canonical-k8-middle,1,2,Concept model A,concept,STUDENT_WORK_SHEET,pure substances and mixtures,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,4,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2755,863,262,2346e3c3f5fa41c35a7fa7f43160bb17ad748fe8f48c564b165c650624c93ba7,,Build a labelled model that includes every accepted relationship in the science brief and test it against the case claim.,0
ma-g7-science-u01-l03,ma-g7-science,7,middle,canonical-1.0.0,canonical-k8-middle,1,3,Guided practice A,concept,STUDENT_WORK_SHEET,physical and chemical properties,7,GUIDED_PRACTICE|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2717,863,257,0d27781f13e19c5e72469a0d7e7e34cba4c276b841c70f1c005e2431e388c687,,Use E1 with E2 first; then add E3 and revise any conclusion that no longer fits.,0
ma-g7-science-u01-l04,ma-g7-science,7,middle,canonical-1.0.0,canonical-k8-middle,1,4,Independent application A,mastery,STUDENT_WORK_SHEET,synthetic materials,7,APPLY_INDEPENDENT|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2698,863,257,343313e50b7ed31ff356c83d3c02038f8d6618e4551e321e7a6e7f60b249fb3d,,Evaluate the case claim independently using at least two evidence codes and one stated limitation.,0
ma-g7-science-u01-l05,ma-g7-science,7,middle,canonical-1.0.0,canonical-k8-middle,1,5,Concept model B,concept,STUDENT_WORK_SHEET,model limitations,7,MODEL_BUILD|COMMUNICATE_REPRESENTATION|CHECK_REVISE|ESSENTIAL_QUESTION|EVIDENCE_QUALITY|LIMITATION|PROVENANCE,3,False,False,True,False,BOUND_REFERENCE_EVIDENCE_TASK,0,False,False,False,5,True,True,True,0,0,8,none,True,True,False,2686,863,248,1e6989a7964dbcfc55ccbebef3aecb5e06d1a41d14c63c163307f8668a119343,,Build a second representation of the same evidence and identify one feature the first model hid.,0
